checking_hour,hour,minute,day_of_week,room,capacity,floor,status
16,23,45,0,306,4,3,1
16,16,0,0,356,4,3,0
16,16,15,0,356,4,3,0
16,23,15,0,306,4,3,1
16,22,0,0,306,4,3,1
16,18,15,0,356,4,3,0
16,16,30,0,356,4,3,0
16,17,45,0,356,4,3,0
16,18,30,0,356,4,3,0
16,17,15,0,356,4,3,0
16,17,30,0,356,4,3,0
16,17,0,0,356,4,3,0
16,21,15,0,306,4,3,0
16,16,45,0,356,4,3,0
16,18,0,0,356,4,3,0
6,16,0,1,436,4,4,0
6,16,45,1,436,4,4,0
6,16,15,1,436,4,4,0
6,19,30,1,436,4,4,0
6,16,30,1,436,4,4,0
6,15,30,1,436,4,4,0
6,15,45,1,436,4,4,0
6,19,0,1,436,4,4,0
6,17,15,1,436,4,4,0
6,17,45,1,436,4,4,0
6,18,0,1,436,4,4,0
6,18,15,1,436,4,4,0
6,19,15,1,436,4,4,0
6,15,15,1,436,4,4,0
6,18,30,1,436,4,4,0
6,18,45,1,436,4,4,0
6,17,0,1,436,4,4,0
6,17,30,1,436,4,4,0
6,13,0,1,436,4,4,0
6,14,45,1,436,4,4,0
6,10,30,1,436,4,4,1
6,10,45,1,436,4,4,0
6,10,15,1,436,4,4,1
6,10,0,1,436,4,4,1
6,11,0,1,436,4,4,0
6,19,45,1,436,4,4,0
6,11,15,1,436,4,4,0
6,11,30,1,436,4,4,0
6,11,45,1,436,4,4,0
6,12,0,1,436,4,4,0
6,12,15,1,436,4,4,0
6,12,30,1,436,4,4,0
6,12,45,1,436,4,4,0
6,13,15,1,436,4,4,0
6,13,30,1,436,4,4,0
6,13,45,1,436,4,4,0
6,14,0,1,436,4,4,0
6,14,15,1,436,4,4,0
6,14,30,1,436,4,4,0
6,15,0,1,436,4,4,0
6,20,0,1,436,4,4,0
6,7,45,1,437,4,4,1
6,20,30,1,436,4,4,1
6,8,45,1,437,4,4,1
6,9,0,1,437,4,4,1
6,9,15,1,437,4,4,1
6,9,30,1,437,4,4,1
6,9,45,1,437,4,4,1
6,10,0,1,437,4,4,1
6,10,15,1,437,4,4,1
6,10,30,1,437,4,4,1
6,10,45,1,437,4,4,0
6,11,0,1,437,4,4,0
6,11,15,1,437,4,4,0
6,11,30,1,437,4,4,0
6,11,45,1,437,4,4,0
6,12,0,1,437,4,4,0
6,9,45,1,436,4,4,1
6,12,15,1,437,4,4,0
6,13,0,1,437,4,4,0
6,12,30,1,437,4,4,0
6,12,45,1,437,4,4,0
6,8,30,1,437,4,4,1
6,20,15,1,436,4,4,0
6,8,15,1,437,4,4,1
6,7,30,1,437,4,4,1
6,20,45,1,436,4,4,1
6,21,0,1,436,4,4,1
6,21,15,1,436,4,4,1
6,21,30,1,436,4,4,1
6,21,45,1,436,4,4,1
6,22,0,1,436,4,4,1
6,22,15,1,436,4,4,1
6,22,30,1,436,4,4,1
6,22,45,1,436,4,4,1
6,23,0,1,436,4,4,1
6,23,15,1,436,4,4,1
6,23,30,1,436,4,4,1
6,23,45,1,436,4,4,1
6,6,0,1,437,4,4,1
6,6,15,1,437,4,4,1
6,6,30,1,437,4,4,1
6,6,45,1,437,4,4,1
6,7,0,1,437,4,4,1
6,7,15,1,437,4,4,1
6,8,0,1,437,4,4,1
6,9,30,1,436,4,4,1
6,15,0,1,358,4,3,0
6,9,0,1,436,4,4,1
6,10,45,1,358,4,3,1
6,11,0,1,358,4,3,1
6,11,15,1,358,4,3,1
6,11,30,1,358,4,3,1
6,11,45,1,358,4,3,1
6,12,0,1,358,4,3,1
6,12,15,1,358,4,3,1
6,12,30,1,358,4,3,0
6,10,30,1,358,4,3,1
6,12,45,1,358,4,3,0
6,13,15,1,358,4,3,0
6,13,30,1,358,4,3,0
6,13,45,1,358,4,3,0
6,14,0,1,358,4,3,0
6,14,15,1,358,4,3,0
6,14,30,1,358,4,3,0
6,14,45,1,358,4,3,0
6,15,15,1,358,4,3,0
6,13,0,1,358,4,3,0
6,10,15,1,358,4,3,1
6,10,0,1,358,4,3,1
6,9,45,1,358,4,3,1
6,23,15,1,357,4,3,1
6,23,30,1,357,4,3,1
6,23,45,1,357,4,3,1
6,13,15,1,437,4,4,0
6,6,0,1,358,4,3,1
6,6,15,1,358,4,3,1
6,6,30,1,358,4,3,1
6,6,45,1,358,4,3,1
6,7,0,1,358,4,3,1
6,7,15,1,358,4,3,1
6,7,30,1,358,4,3,1
6,7,45,1,358,4,3,1
6,8,0,1,358,4,3,1
6,8,15,1,358,4,3,1
6,8,30,1,358,4,3,1
6,8,45,1,358,4,3,1
6,9,0,1,358,4,3,1
6,9,15,1,358,4,3,1
6,9,30,1,358,4,3,1
6,15,30,1,358,4,3,0
6,15,45,1,358,4,3,0
6,16,0,1,358,4,3,0
6,16,15,1,358,4,3,0
6,22,15,1,358,4,3,1
6,22,30,1,358,4,3,1
6,22,45,1,358,4,3,1
6,23,0,1,358,4,3,1
6,23,15,1,358,4,3,1
6,23,30,1,358,4,3,1
6,23,45,1,358,4,3,1
6,6,0,1,436,4,4,1
6,6,15,1,436,4,4,1
6,6,30,1,436,4,4,1
6,6,45,1,436,4,4,1
6,7,0,1,436,4,4,1
6,7,15,1,436,4,4,1
6,7,30,1,436,4,4,1
6,7,45,1,436,4,4,1
6,8,0,1,436,4,4,1
6,8,15,1,436,4,4,1
6,8,30,1,436,4,4,1
6,8,45,1,436,4,4,1
6,22,0,1,358,4,3,1
6,9,15,1,436,4,4,1
6,21,45,1,358,4,3,1
6,21,15,1,358,4,3,0
6,16,30,1,358,4,3,0
6,16,45,1,358,4,3,0
6,17,0,1,358,4,3,0
6,17,15,1,358,4,3,0
6,17,30,1,358,4,3,0
6,17,45,1,358,4,3,0
6,18,0,1,358,4,3,0
6,18,15,1,358,4,3,0
6,18,30,1,358,4,3,0
6,18,45,1,358,4,3,0
6,19,0,1,358,4,3,0
6,19,15,1,358,4,3,0
6,19,30,1,358,4,3,0
6,19,45,1,358,4,3,0
6,20,0,1,358,4,3,0
6,20,15,1,358,4,3,0
6,20,30,1,358,4,3,0
6,20,45,1,358,4,3,0
6,21,0,1,358,4,3,0
6,21,30,1,358,4,3,1
6,13,30,1,437,4,4,0
6,21,45,1,438,4,4,1
6,14,0,1,437,4,4,0
6,7,0,1,440,4,4,1
6,7,15,1,440,4,4,1
6,7,30,1,440,4,4,1
6,7,45,1,440,4,4,1
6,8,0,1,440,4,4,1
6,8,15,1,440,4,4,1
6,8,30,1,440,4,4,1
6,8,45,1,440,4,4,1
6,6,45,1,440,4,4,1
6,9,0,1,440,4,4,1
6,9,30,1,440,4,4,1
6,9,45,1,440,4,4,1
6,10,0,1,440,4,4,1
6,10,15,1,440,4,4,1
6,10,30,1,440,4,4,1
6,10,45,1,440,4,4,1
6,11,0,1,440,4,4,1
6,11,15,1,440,4,4,1
6,9,15,1,440,4,4,1
6,6,30,1,440,4,4,1
6,6,15,1,440,4,4,1
6,6,0,1,440,4,4,1
6,19,0,1,438,4,4,0
6,19,15,1,438,4,4,0
6,19,30,1,438,4,4,0
6,19,45,1,438,4,4,1
6,20,0,1,438,4,4,1
6,20,15,1,438,4,4,1
6,20,30,1,438,4,4,1
6,20,45,1,438,4,4,1
6,21,0,1,438,4,4,1
6,21,15,1,438,4,4,1
6,21,30,1,438,4,4,1
6,22,0,1,438,4,4,1
6,22,15,1,438,4,4,1
6,22,30,1,438,4,4,1
6,22,45,1,438,4,4,1
6,23,0,1,438,4,4,1
6,23,15,1,438,4,4,1
6,23,30,1,438,4,4,1
6,23,45,1,438,4,4,1
6,11,30,1,440,4,4,1
6,11,45,1,440,4,4,0
6,12,0,1,440,4,4,0
6,12,15,1,440,4,4,0
6,18,15,1,440,4,4,0
6,18,30,1,440,4,4,0
6,18,45,1,440,4,4,1
6,19,0,1,440,4,4,1
6,19,15,1,440,4,4,1
6,19,30,1,440,4,4,1
6,19,45,1,440,4,4,1
6,20,0,1,440,4,4,1
6,20,15,1,440,4,4,1
6,20,30,1,440,4,4,1
6,20,45,1,440,4,4,1
6,21,0,1,440,4,4,1
6,21,15,1,440,4,4,1
6,21,30,1,440,4,4,1
6,21,45,1,440,4,4,1
6,22,0,1,440,4,4,1
6,23,0,1,357,4,3,1
6,22,15,1,440,4,4,1
6,22,30,1,440,4,4,1
6,18,0,1,440,4,4,0
6,18,45,1,438,4,4,0
6,17,45,1,440,4,4,0
6,17,15,1,440,4,4,0
6,12,30,1,440,4,4,0
6,12,45,1,440,4,4,0
6,13,0,1,440,4,4,0
6,13,15,1,440,4,4,0
6,13,30,1,440,4,4,0
6,13,45,1,440,4,4,0
6,14,0,1,440,4,4,0
6,14,15,1,440,4,4,0
6,14,30,1,440,4,4,0
6,14,45,1,440,4,4,0
6,15,0,1,440,4,4,0
6,15,15,1,440,4,4,0
6,15,30,1,440,4,4,0
6,15,45,1,440,4,4,0
6,16,0,1,440,4,4,0
6,16,15,1,440,4,4,0
6,16,30,1,440,4,4,0
6,16,45,1,440,4,4,0
6,17,0,1,440,4,4,0
6,17,30,1,440,4,4,0
6,13,45,1,437,4,4,0
6,18,30,1,438,4,4,0
6,18,0,1,438,4,4,0
6,20,0,1,437,4,4,0
6,20,15,1,437,4,4,0
6,20,30,1,437,4,4,0
6,20,45,1,437,4,4,0
6,21,0,1,437,4,4,0
6,21,15,1,437,4,4,0
6,21,30,1,437,4,4,0
6,21,45,1,437,4,4,0
6,19,45,1,437,4,4,0
6,22,0,1,437,4,4,0
6,22,30,1,437,4,4,0
6,22,45,1,437,4,4,0
6,23,0,1,437,4,4,0
6,23,15,1,437,4,4,0
6,23,30,1,437,4,4,0
6,23,45,1,437,4,4,0
6,6,0,1,438,4,4,1
6,6,15,1,438,4,4,1
6,22,15,1,437,4,4,0
6,19,30,1,437,4,4,0
6,19,15,1,437,4,4,0
6,19,0,1,437,4,4,0
6,14,15,1,437,4,4,0
6,14,30,1,437,4,4,0
6,14,45,1,437,4,4,0
6,15,0,1,437,4,4,0
6,15,15,1,437,4,4,0
6,15,30,1,437,4,4,0
6,15,45,1,437,4,4,0
6,16,0,1,437,4,4,0
6,16,15,1,437,4,4,0
6,16,30,1,437,4,4,0
6,16,45,1,437,4,4,0
6,17,0,1,437,4,4,0
6,17,15,1,437,4,4,0
6,17,30,1,437,4,4,0
6,17,45,1,437,4,4,0
6,18,0,1,437,4,4,0
6,18,15,1,437,4,4,0
6,18,30,1,437,4,4,0
6,18,45,1,437,4,4,0
6,6,30,1,438,4,4,1
6,6,45,1,438,4,4,1
6,7,0,1,438,4,4,1
6,7,15,1,438,4,4,1
6,13,15,1,438,4,4,0
6,13,30,1,438,4,4,0
6,13,45,1,438,4,4,0
6,14,0,1,438,4,4,0
6,14,15,1,438,4,4,0
6,14,30,1,438,4,4,0
6,14,45,1,438,4,4,0
6,15,0,1,438,4,4,0
6,15,15,1,438,4,4,0
6,15,30,1,438,4,4,0
6,15,45,1,438,4,4,0
6,16,0,1,438,4,4,0
6,16,15,1,438,4,4,0
6,16,30,1,438,4,4,0
6,16,45,1,438,4,4,0
6,17,0,1,438,4,4,0
6,17,15,1,438,4,4,0
6,17,30,1,438,4,4,0
6,17,45,1,438,4,4,0
6,13,0,1,438,4,4,0
6,18,15,1,438,4,4,0
6,12,45,1,438,4,4,0
6,12,15,1,438,4,4,0
6,7,30,1,438,4,4,1
6,7,45,1,438,4,4,1
6,8,0,1,438,4,4,1
6,8,15,1,438,4,4,1
6,8,30,1,438,4,4,1
6,8,45,1,438,4,4,1
6,9,0,1,438,4,4,1
6,9,15,1,438,4,4,1
6,9,30,1,438,4,4,1
6,9,45,1,438,4,4,1
6,10,0,1,438,4,4,1
6,10,15,1,438,4,4,1
6,10,30,1,438,4,4,1
6,10,45,1,438,4,4,0
6,11,0,1,438,4,4,0
6,11,15,1,438,4,4,0
6,11,30,1,438,4,4,0
6,11,45,1,438,4,4,0
6,12,0,1,438,4,4,0
6,12,30,1,438,4,4,0
6,22,45,1,357,4,3,1
6,23,30,1,305,4,3,1
6,22,15,1,357,4,3,1
6,14,45,1,305,4,3,1
6,15,0,1,305,4,3,1
6,15,15,1,305,4,3,0
6,15,30,1,305,4,3,0
6,15,45,1,305,4,3,0
6,16,0,1,305,4,3,0
6,16,15,1,305,4,3,0
6,16,30,1,305,4,3,0
6,14,30,1,305,4,3,1
6,16,45,1,305,4,3,0
6,17,15,1,305,4,3,0
6,17,30,1,305,4,3,0
6,17,45,1,305,4,3,1
6,18,0,1,305,4,3,1
6,18,15,1,305,4,3,1
6,18,30,1,305,4,3,1
6,18,45,1,305,4,3,0
6,19,0,1,305,4,3,0
6,17,0,1,305,4,3,0
6,14,15,1,305,4,3,1
6,14,0,1,305,4,3,0
6,13,45,1,305,4,3,0
6,9,0,1,305,4,3,1
6,9,15,1,305,4,3,1
6,9,30,1,305,4,3,1
6,9,45,1,305,4,3,1
6,10,0,1,305,4,3,1
6,10,15,1,305,4,3,1
6,10,30,1,305,4,3,1
6,10,45,1,305,4,3,0
6,11,0,1,305,4,3,0
6,11,15,1,305,4,3,0
6,11,30,1,305,4,3,0
6,11,45,1,305,4,3,0
6,12,0,1,305,4,3,0
6,12,15,1,305,4,3,0
6,12,30,1,305,4,3,0
6,12,45,1,305,4,3,0
6,13,0,1,305,4,3,0
6,13,15,1,305,4,3,0
6,13,30,1,305,4,3,0
6,19,15,1,305,4,3,0
6,8,45,1,305,4,3,1
6,19,30,1,305,4,3,0
6,20,0,1,305,4,3,0
6,8,15,1,306,4,3,1
6,8,30,1,306,4,3,1
6,8,45,1,306,4,3,1
6,9,0,1,306,4,3,1
6,9,15,1,306,4,3,1
6,9,30,1,306,4,3,1
6,9,45,1,306,4,3,1
6,10,0,1,306,4,3,1
6,8,0,1,306,4,3,1
6,10,15,1,306,4,3,1
6,10,45,1,306,4,3,1
6,11,0,1,306,4,3,1
6,11,15,1,306,4,3,0
6,11,30,1,306,4,3,0
6,11,45,1,306,4,3,0
6,12,0,1,306,4,3,0
6,12,15,1,306,4,3,0
6,12,30,1,306,4,3,0
6,10,30,1,306,4,3,1
6,7,45,1,306,4,3,1
6,7,30,1,306,4,3,1
6,7,15,1,306,4,3,1
6,20,15,1,305,4,3,0
6,20,30,1,305,4,3,0
6,20,45,1,305,4,3,0
6,21,0,1,305,4,3,0
6,21,15,1,305,4,3,0
6,21,30,1,305,4,3,0
6,21,45,1,305,4,3,0
6,22,0,1,305,4,3,0
6,22,15,1,305,4,3,1
6,22,30,1,305,4,3,1
6,22,45,1,305,4,3,1
6,23,0,1,305,4,3,1
6,23,15,1,305,4,3,1
6,23,45,1,305,4,3,1
6,6,0,1,306,4,3,1
6,6,15,1,306,4,3,1
6,6,30,1,306,4,3,1
6,6,45,1,306,4,3,1
6,7,0,1,306,4,3,1
6,19,45,1,305,4,3,0
6,8,30,1,305,4,3,1
6,8,15,1,305,4,3,1
6,8,0,1,305,4,3,1
6,10,0,1,258,8,2,0
6,10,15,1,258,8,2,0
6,10,30,1,258,8,2,0
6,10,45,1,258,8,2,0
6,11,0,1,258,8,2,0
6,11,15,1,258,8,2,0
6,11,30,1,258,8,2,0
6,11,45,1,258,8,2,0
6,9,45,1,258,8,2,0
6,12,0,1,258,8,2,0
6,12,30,1,258,8,2,0
6,12,45,1,258,8,2,0
6,13,0,1,258,8,2,0
6,13,15,1,258,8,2,0
6,13,30,1,258,8,2,0
6,13,45,1,258,8,2,0
6,14,0,1,258,8,2,0
6,14,15,1,258,8,2,0
6,12,15,1,258,8,2,0
6,9,30,1,258,8,2,1
6,9,15,1,258,8,2,1
6,9,0,1,258,8,2,1
6,22,15,1,257,8,2,0
6,22,45,1,440,4,4,1
6,22,30,1,257,8,2,1
6,22,45,1,257,8,2,1
6,23,0,1,257,8,2,1
6,23,15,1,257,8,2,1
6,23,30,1,257,8,2,1
6,23,45,1,257,8,2,1
6,6,0,1,258,8,2,1
6,6,15,1,258,8,2,1
6,6,30,1,258,8,2,1
6,6,45,1,258,8,2,1
6,7,0,1,258,8,2,1
6,7,15,1,258,8,2,1
6,7,45,1,258,8,2,1
6,8,0,1,258,8,2,1
6,8,15,1,258,8,2,1
6,8,30,1,258,8,2,1
6,8,45,1,258,8,2,1
6,14,30,1,258,8,2,0
6,14,45,1,258,8,2,0
6,15,0,1,258,8,2,0
6,15,15,1,258,8,2,0
6,21,15,1,258,8,2,1
6,21,30,1,258,8,2,1
6,21,45,1,258,8,2,1
6,22,0,1,258,8,2,1
6,22,15,1,258,8,2,1
6,22,30,1,258,8,2,1
6,22,45,1,258,8,2,1
6,23,0,1,258,8,2,1
6,23,15,1,258,8,2,1
6,23,30,1,258,8,2,1
6,23,45,1,258,8,2,1
6,6,0,1,305,4,3,1
6,6,15,1,305,4,3,1
6,6,30,1,305,4,3,1
6,6,45,1,305,4,3,1
6,7,0,1,305,4,3,1
6,7,15,1,305,4,3,1
6,7,30,1,305,4,3,1
6,7,45,1,305,4,3,1
6,21,0,1,258,8,2,1
6,12,45,1,306,4,3,0
6,20,45,1,258,8,2,1
6,20,15,1,258,8,2,1
6,15,30,1,258,8,2,0
6,15,45,1,258,8,2,0
6,16,0,1,258,8,2,0
6,16,15,1,258,8,2,0
6,16,30,1,258,8,2,0
6,16,45,1,258,8,2,0
6,17,0,1,258,8,2,0
6,17,15,1,258,8,2,0
6,17,30,1,258,8,2,0
6,17,45,1,258,8,2,0
6,18,0,1,258,8,2,0
6,18,15,1,258,8,2,0
6,18,30,1,258,8,2,0
6,18,45,1,258,8,2,0
6,19,0,1,258,8,2,0
6,19,15,1,258,8,2,0
6,19,30,1,258,8,2,0
6,19,45,1,258,8,2,1
6,20,0,1,258,8,2,1
6,20,30,1,258,8,2,1
6,13,0,1,306,4,3,0
6,13,15,1,306,4,3,0
6,13,30,1,306,4,3,0
6,6,15,1,357,4,3,1
6,6,30,1,357,4,3,1
6,6,45,1,357,4,3,1
6,7,0,1,357,4,3,1
6,7,15,1,357,4,3,1
6,7,30,1,357,4,3,1
6,7,45,1,357,4,3,1
6,8,0,1,357,4,3,1
6,6,0,1,357,4,3,1
6,8,15,1,357,4,3,1
6,8,45,1,357,4,3,1
6,9,0,1,357,4,3,1
6,9,15,1,357,4,3,1
6,9,30,1,357,4,3,1
6,9,45,1,357,4,3,1
6,10,0,1,357,4,3,1
6,10,15,1,357,4,3,1
6,10,30,1,357,4,3,1
6,8,30,1,357,4,3,1
6,23,45,1,356,4,3,1
6,23,30,1,356,4,3,1
6,23,15,1,356,4,3,1
6,18,30,1,356,4,3,0
6,18,45,1,356,4,3,0
6,19,0,1,356,4,3,0
6,19,15,1,356,4,3,0
6,19,30,1,356,4,3,1
6,19,45,1,356,4,3,1
6,20,0,1,356,4,3,1
6,20,15,1,356,4,3,1
6,20,30,1,356,4,3,1
6,20,45,1,356,4,3,1
6,21,0,1,356,4,3,1
6,21,15,1,356,4,3,1
6,21,30,1,356,4,3,1
6,21,45,1,356,4,3,1
6,22,0,1,356,4,3,1
6,22,15,1,356,4,3,1
6,22,30,1,356,4,3,1
6,22,45,1,356,4,3,1
6,23,0,1,356,4,3,1
6,10,45,1,357,4,3,1
6,11,0,1,357,4,3,1
6,11,15,1,357,4,3,1
6,11,30,1,357,4,3,1
6,17,30,1,357,4,3,1
6,17,45,1,357,4,3,1
6,18,0,1,357,4,3,1
6,18,15,1,357,4,3,0
6,18,30,1,357,4,3,0
6,18,45,1,357,4,3,0
6,19,0,1,357,4,3,0
6,19,15,1,357,4,3,0
6,19,30,1,357,4,3,0
6,19,45,1,357,4,3,0
6,20,0,1,357,4,3,0
6,20,15,1,357,4,3,0
6,20,30,1,357,4,3,0
6,20,45,1,357,4,3,1
6,21,0,1,357,4,3,1
6,21,15,1,357,4,3,1
6,21,30,1,357,4,3,1
6,21,45,1,357,4,3,1
6,22,0,1,357,4,3,1
6,17,15,1,357,4,3,1
6,18,15,1,356,4,3,0
6,17,0,1,357,4,3,0
6,16,30,1,357,4,3,0
6,11,45,1,357,4,3,1
6,12,0,1,357,4,3,0
6,12,15,1,357,4,3,0
6,12,30,1,357,4,3,0
6,12,45,1,357,4,3,0
6,13,0,1,357,4,3,0
6,13,15,1,357,4,3,0
6,13,30,1,357,4,3,0
6,13,45,1,357,4,3,0
6,14,0,1,357,4,3,0
6,14,15,1,357,4,3,0
6,14,30,1,357,4,3,0
6,14,45,1,357,4,3,0
6,15,0,1,357,4,3,0
6,15,15,1,357,4,3,0
6,15,30,1,357,4,3,0
6,15,45,1,357,4,3,0
6,16,0,1,357,4,3,0
6,16,15,1,357,4,3,0
6,16,45,1,357,4,3,0
6,22,30,1,357,4,3,1
6,18,0,1,356,4,3,0
6,17,30,1,356,4,3,0
6,19,30,1,306,4,3,0
6,19,45,1,306,4,3,0
6,20,0,1,306,4,3,0
6,20,15,1,306,4,3,0
6,20,30,1,306,4,3,0
6,20,45,1,306,4,3,0
6,21,0,1,306,4,3,0
6,21,15,1,306,4,3,0
6,19,15,1,306,4,3,0
6,21,30,1,306,4,3,1
6,22,0,1,306,4,3,1
6,22,15,1,306,4,3,1
6,22,30,1,306,4,3,1
6,22,45,1,306,4,3,1
6,23,0,1,306,4,3,1
6,23,15,1,306,4,3,1
6,23,30,1,306,4,3,1
6,23,45,1,306,4,3,1
6,21,45,1,306,4,3,1
6,19,0,1,306,4,3,0
6,18,45,1,306,4,3,0
6,18,30,1,306,4,3,0
6,13,45,1,306,4,3,0
6,14,0,1,306,4,3,0
6,14,15,1,306,4,3,0
6,14,30,1,306,4,3,0
6,14,45,1,306,4,3,0
6,15,0,1,306,4,3,0
6,15,15,1,306,4,3,0
6,15,30,1,306,4,3,0
6,15,45,1,306,4,3,0
6,16,0,1,306,4,3,0
6,16,15,1,306,4,3,0
6,16,30,1,306,4,3,0
6,16,45,1,306,4,3,0
6,17,0,1,306,4,3,0
6,17,15,1,306,4,3,0
6,17,30,1,306,4,3,0
6,17,45,1,306,4,3,0
6,18,0,1,306,4,3,0
6,18,15,1,306,4,3,0
6,6,0,1,356,4,3,1
6,6,15,1,356,4,3,1
6,6,30,1,356,4,3,1
6,6,45,1,356,4,3,1
6,12,45,1,356,4,3,0
6,13,0,1,356,4,3,0
6,13,15,1,356,4,3,0
6,13,30,1,356,4,3,0
6,13,45,1,356,4,3,0
6,14,0,1,356,4,3,0
6,14,15,1,356,4,3,1
6,14,30,1,356,4,3,1
6,14,45,1,356,4,3,1
6,15,0,1,356,4,3,1
6,15,15,1,356,4,3,1
6,15,30,1,356,4,3,1
6,15,45,1,356,4,3,1
6,16,0,1,356,4,3,0
6,16,15,1,356,4,3,0
6,16,30,1,356,4,3,0
6,16,45,1,356,4,3,0
6,17,0,1,356,4,3,0
6,17,15,1,356,4,3,0
6,12,30,1,356,4,3,0
6,17,45,1,356,4,3,0
6,12,15,1,356,4,3,0
6,11,45,1,356,4,3,0
6,7,0,1,356,4,3,1
6,7,15,1,356,4,3,1
6,7,30,1,356,4,3,1
6,7,45,1,356,4,3,1
6,8,0,1,356,4,3,1
6,8,15,1,356,4,3,1
6,8,30,1,356,4,3,1
6,8,45,1,356,4,3,1
6,9,0,1,356,4,3,1
6,9,15,1,356,4,3,1
6,9,30,1,356,4,3,1
6,9,45,1,356,4,3,1
6,10,0,1,356,4,3,1
6,10,15,1,356,4,3,1
6,10,30,1,356,4,3,1
6,10,45,1,356,4,3,0
6,11,0,1,356,4,3,0
6,11,15,1,356,4,3,0
6,11,30,1,356,4,3,0
6,12,0,1,356,4,3,0
6,23,0,1,440,4,4,1
6,21,45,1,514D,2,5,1
6,23,30,1,440,4,4,1
6,17,15,1,520A,2,5,1
6,17,30,1,520A,2,5,1
6,17,45,1,520A,2,5,1
6,18,0,1,520A,2,5,1
6,18,15,1,520A,2,5,1
6,18,30,1,520A,2,5,0
6,18,45,1,520A,2,5,0
6,19,0,1,520A,2,5,0
6,17,0,1,520A,2,5,0
6,19,15,1,520A,2,5,0
6,19,45,1,520A,2,5,0
6,20,0,1,520A,2,5,0
6,20,15,1,520A,2,5,0
6,20,30,1,520A,2,5,0
6,20,45,1,520A,2,5,0
6,21,0,1,520A,2,5,0
6,21,15,1,520A,2,5,0
6,21,30,1,520A,2,5,0
6,19,30,1,520A,2,5,0
6,16,45,1,520A,2,5,0
6,16,30,1,520A,2,5,0
6,16,15,1,520A,2,5,0
6,11,30,1,520A,2,5,0
6,11,45,1,520A,2,5,0
6,12,0,1,520A,2,5,0
6,12,15,1,520A,2,5,0
6,12,30,1,520A,2,5,0
6,12,45,1,520A,2,5,0
6,13,0,1,520A,2,5,0
6,13,15,1,520A,2,5,0
6,13,30,1,520A,2,5,0
6,13,45,1,520A,2,5,0
6,14,0,1,520A,2,5,0
6,14,15,1,520A,2,5,0
6,14,30,1,520A,2,5,0
6,14,45,1,520A,2,5,0
6,15,0,1,520A,2,5,0
6,15,15,1,520A,2,5,0
6,15,30,1,520A,2,5,0
6,15,45,1,520A,2,5,0
6,16,0,1,520A,2,5,0
6,21,45,1,520A,2,5,0
6,11,15,1,520A,2,5,0
6,22,0,1,520A,2,5,1
6,22,30,1,520A,2,5,1
6,10,30,1,520B,2,5,1
6,10,45,1,520B,2,5,1
6,11,0,1,520B,2,5,1
6,11,15,1,520B,2,5,1
6,11,30,1,520B,2,5,1
6,11,45,1,520B,2,5,1
6,12,0,1,520B,2,5,1
6,12,15,1,520B,2,5,0
6,10,15,1,520B,2,5,1
6,12,30,1,520B,2,5,0
6,13,0,1,520B,2,5,0
6,13,15,1,520B,2,5,0
6,13,30,1,520B,2,5,0
6,13,45,1,520B,2,5,0
6,14,0,1,520B,2,5,0
6,14,15,1,520B,2,5,0
6,14,30,1,520B,2,5,0
6,14,45,1,520B,2,5,0
6,12,45,1,520B,2,5,0
6,10,0,1,520B,2,5,1
6,9,45,1,520B,2,5,1
6,9,30,1,520B,2,5,1
6,22,45,1,520A,2,5,1
6,23,0,1,520A,2,5,1
6,23,15,1,520A,2,5,1
6,23,30,1,520A,2,5,1
6,23,45,1,520A,2,5,1
6,6,0,1,520B,2,5,1
6,6,15,1,520B,2,5,1
6,6,30,1,520B,2,5,1
6,6,45,1,520B,2,5,1
6,7,0,1,520B,2,5,1
6,7,15,1,520B,2,5,1
6,7,30,1,520B,2,5,1
6,7,45,1,520B,2,5,1
6,8,0,1,520B,2,5,1
6,8,15,1,520B,2,5,1
6,8,30,1,520B,2,5,1
6,8,45,1,520B,2,5,1
6,9,0,1,520B,2,5,1
6,9,15,1,520B,2,5,1
6,22,15,1,520A,2,5,1
6,11,0,1,520A,2,5,1
6,10,45,1,520A,2,5,1
6,10,30,1,520A,2,5,1
6,12,15,1,514D,2,5,0
6,12,30,1,514D,2,5,0
6,12,45,1,514D,2,5,0
6,13,0,1,514D,2,5,0
6,13,15,1,514D,2,5,0
6,13,30,1,514D,2,5,0
6,13,45,1,514D,2,5,0
6,14,0,1,514D,2,5,0
6,12,0,1,514D,2,5,0
6,14,15,1,514D,2,5,0
6,14,45,1,514D,2,5,0
6,15,0,1,514D,2,5,0
6,15,15,1,514D,2,5,0
6,15,30,1,514D,2,5,0
6,15,45,1,514D,2,5,0
6,16,0,1,514D,2,5,0
6,16,15,1,514D,2,5,0
6,16,30,1,514D,2,5,1
6,14,30,1,514D,2,5,0
6,11,45,1,514D,2,5,0
6,11,30,1,514D,2,5,0
6,11,15,1,514D,2,5,0
6,6,30,1,514D,2,5,1
6,6,45,1,514D,2,5,1
6,7,0,1,514D,2,5,1
6,7,15,1,514D,2,5,1
6,7,30,1,514D,2,5,1
6,7,45,1,514D,2,5,1
6,8,0,1,514D,2,5,1
6,8,15,1,514D,2,5,1
6,8,30,1,514D,2,5,1
6,8,45,1,514D,2,5,1
6,9,0,1,514D,2,5,1
6,9,15,1,514D,2,5,1
6,9,30,1,514D,2,5,1
